hashtag_id,tag_name,date,view_count,like_count,comment_count,share_count,video_count,engagement_rate,view_growth,like_growth,engagement_growth,trend_score
745,wonyoung,2026-05-13,2800000,298100,827,9180,1,11.003817498636607,0.0,100.0,0.003678570114795221,1030.7
746,fypthis,2026-05-10,4200000,365700,1369,16323,2,9.128378778957433,0.0,0.0,0.0,1769.2000000000003
746,fypthis,2026-05-11,4200000,365700,1369,16324,2,9.128402588475575,0.0,0.0,2.380951814195953e-05,1769.3000000000002
746,fypthis,2026-05-12,4200000,365700,1369,16325,2,9.128426397993715,0.0,0.0,2.3809518140183172e-05,1769.4
746,fypthis,2026-05-13,4200000,365800,1369,16325,2,9.130807349807773,0.0,100.0,0.002380951814057397,1799.4
749,baggystyle,2026-05-10,1800000,103300,384,9121,1,6.266940962810576,0.0,0.0,0.0,950.5
749,baggystyle,2026-05-11,1800000,103400,384,9131,1,6.273052070526627,0.0,100.0,0.006111107716050945,981.5
749,baggystyle,2026-05-12,1800000,103500,384,9140,1,6.279107622717987,0.0,100.0,0.006055552191360114,982.4
749,baggystyle,2026-05-13,1800000,103600,384,9147,1,6.285052063859964,0.0,100.0,0.005944441141976675,983.1
750,belanjaditiktok,2026-05-10,1800000,103300,384,9121,1,6.266940962810576,0.0,0.0,0.0,950.5
750,belanjaditiktok,2026-05-11,1800000,103400,384,9131,1,6.273052070526627,0.0,100.0,0.006111107716050945,981.5
750,belanjaditiktok,2026-05-12,1800000,103500,384,9140,1,6.279107622717987,0.0,100.0,0.006055552191360114,982.4
750,belanjaditiktok,2026-05-13,1800000,103600,384,9147,1,6.285052063859964,0.0,100.0,0.005944441141976675,983.1
751,fakebodyy,2026-05-10,1800000,103300,384,9121,1,6.266940962810576,0.0,0.0,0.0,950.5
751,fakebodyy,2026-05-11,1800000,103400,384,9131,1,6.273052070526627,0.0,100.0,0.006111107716050945,981.5
751,fakebodyy,2026-05-12,1800000,103500,384,9140,1,6.279107622717987,0.0,100.0,0.006055552191360114,982.4
751,fakebodyy,2026-05-13,1800000,103600,384,9147,1,6.285052063859964,0.0,100.0,0.005944441141976675,983.1
752,jennie,2026-05-10,822800,37064,73,1616,5,4.7098873239094265,0.0,0.0,0.0,168.90000000000003
752,jennie,2026-05-11,836900,38148,74,1663,5,4.765796671290869,14100.0,1084.0,0.05590934738144249,7548.9
752,jennie,2026-05-12,846700,38796,74,1689,5,4.790238821024187,9800.0,648.0,0.02444214973331782,5270.699999999999
752,jennie,2026-05-13,854000,39387,75,1712,5,4.821305829852658,7300.0,591.0,0.031067008828471465,4006.0
753,pearshape,2026-05-10,479500,18800,28,498,1,4.030439978227365,0.0,0.0,0.0,52.6
753,pearshape,2026-05-11,488200,19200,29,507,1,4.042597208936483,8700.0,400.0,0.012157230709117783,4523.599999999999
753,pearshape,2026-05-12,495300,19500,29,522,1,4.048245410366626,7100.0,300.0,0.005648201430142663,3695.1
753,pearshape,2026-05-13,500200,19700,30,527,1,4.0497719916593535,4900.0,200.0,0.0015265812927278688,2565.7
754,summervibes,2026-05-10,3187300,170635,1473,10320,6,5.72358870404772,0.0,0.0,0.0,1179.3
754,summervibes,2026-05-11,3208800,171748,1468,10390,6,5.721950348432327,21500.0,1113.0,-0.001638355615392939,12269.699999999999
754,summervibes,2026-05-12,3225000,172755,1472,10432,6,5.72585868965622,16200.0,1007.0,0.0039083412238927195,9592.500000000002
754,summervibes,2026-05-13,3240200,173473,1474,10490,6,5.723009158999704,15200.0,718.0,-0.0028495306565154976,9011.8
755,women,2026-05-10,4100393,301511,244,9169,3,7.582783508121414,0.0,0.0,0.0,941.3000000000001
755,women,2026-05-11,4100394,301711,244,9183,3,7.588000668228305,1.0,200.0,0.005217160106890439,1003.2
755,women,2026-05-12,4100394,302011,244,9197,3,7.595658467050126,0.0,300.0,0.00765779882182116,1034.1000000000001
755,women,2026-05-13,4100394,302211,243,9204,3,7.60068237328355,0.0,200.0,0.005023906233423858,1004.7
756,beautiful,2026-05-10,51593,868,3,78,2,1.8393611660270575,0.0,0.0,0.0,8.100000000000001
756,beautiful,2026-05-11,51594,869,3,79,2,1.8432018606454115,1.0,1.0,0.0038406946183540125,9.0
756,beautiful,2026-05-12,51694,870,3,80,2,1.8435051745816808,100.0,1.0,0.0003033139362693671,58.599999999999994
756,beautiful,2026-05-13,51694,870,3,80,2,1.8435051745816808,0.0,0.0,0.0,8.3
763,สำหร,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
763,สำหร,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
763,สำหร,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
763,สำหร,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
764,แจกพ,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
764,แจกพ,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
764,แจกพ,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
764,แจกพ,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
765,แมทช,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
765,แมทช,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
765,แมทช,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
765,แมทช,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
766,streetstyle,2026-05-10,84992802,7436103,14569,196487,34,8.997419463857428,0.0,0.0,0.0,21105.600000000002
766,streetstyle,2026-05-11,85104325,7437606,14591,196751,34,8.987731128967521,111523.0,1503.0,-0.009688334889906614,77346.6
766,streetstyle,2026-05-12,85136673,7541117,14625,197129,34,9.10638228596997,32348.0,103511.0,0.11865115700244822,68402.70000000001
766,streetstyle,2026-05-13,85350664,7542434,14640,197188,34,9.085180531399493,213991.0,1317.0,-0.021201754570476794,128573.40000000001
767,stylist,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
767,stylist,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
767,stylist,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
767,stylist,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
768,outfitchange,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
768,outfitchange,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
768,outfitchange,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
768,outfitchange,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
769,เทรนด,2026-05-10,8752400,297825,906,21051,2,3.6536488673222354,0.0,0.0,0.0,2195.7
769,เทรนด,2026-05-11,8752500,297931,905,21051,2,3.654806780370548,100.0,106.0,0.0011579130483125866,2277.4
769,เทรนด,2026-05-12,8753000,298266,904,21160,2,3.659659127195347,500.0,335.0,0.004852346824799181,2556.9
769,เทรนด,2026-05-13,8753100,298372,904,21161,2,3.660839741252843,100.0,106.0,0.0011806140574956991,2288.2999999999997
770,ร,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
770,ร,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
770,ร,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
770,ร,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
771,feed,2026-05-10,8700000,291700,854,18600,1,3.576482347530765,0.0,0.0,0.0,1945.4
771,feed,2026-05-11,8700000,291800,853,18600,1,3.5776202784344506,0.0,100.0,0.0011379309036856355,1975.3
771,feed,2026-05-12,8700000,292100,853,18700,1,3.5822179790554047,0.0,300.0,0.004597700620954104,2045.3
771,feed,2026-05-13,8700000,292200,853,18700,1,3.583367404210643,0.0,100.0,0.001149425155238415,1985.3
772,สไตล,2026-05-10,12160800,594758,1694,25273,3,5.112533294476243,0.0,0.0,0.0,2696.7000000000003
772,สไตล,2026-05-11,12162300,594973,1693,25274,3,5.113670513499049,1500.0,215.0,0.0011372190228060575,3511.2
772,สไตล,2026-05-12,12163700,595389,1693,25375,3,5.117332298779788,1400.0,416.0,0.00366178528073835,3531.6
772,สไตล,2026-05-13,12164500,595601,1694,25375,3,5.118746753360455,800.0,212.0,0.0014144545806669129,3170.5
773,girlyoutfit,2026-05-10,903,13,0,1,1,1.5486725663716814,0.0,0.0,0.0,0.1
773,girlyoutfit,2026-05-11,905,13,0,1,1,1.545253863134658,2.0,0.0,-0.003418703237023424,1.1
773,girlyoutfit,2026-05-12,907,13,0,1,1,1.5418502202643172,2.0,0.0,-0.003403642870340784,1.1
773,girlyoutfit,2026-05-13,910,13,0,1,1,1.5367727771679474,3.0,0.0,-0.005077443096369816,1.6
774,womenoftiktok,2026-05-10,903,13,0,1,1,1.5486725663716814,0.0,0.0,0.0,0.1
774,womenoftiktok,2026-05-11,905,13,0,1,1,1.545253863134658,2.0,0.0,-0.003418703237023424,1.1
774,womenoftiktok,2026-05-12,907,13,0,1,1,1.5418502202643172,2.0,0.0,-0.003403642870340784,1.1
774,womenoftiktok,2026-05-13,910,13,0,1,1,1.5367727771679474,3.0,0.0,-0.005077443096369816,1.6
779,outfitxinh,2026-05-10,624900,35200,197,1283,2,5.869729765194807,0.0,0.0,0.0,148.0
779,outfitxinh,2026-05-11,625200,35200,197,1283,2,5.8669132007146505,300.0,0.0,-0.002816564480156103,298.0
779,outfitxinh,2026-05-12,625400,35200,197,1283,2,5.865036992265763,200.0,0.0,-0.0018762084488876951,248.0
779,outfitxinh,2026-05-13,625600,35200,197,1283,2,5.8631619834367275,200.0,0.0,-0.0018750088290353517,248.0
781,cutesweater,2026-05-10,426400,4568,368,4756,1,2.2729777838232086,0.0,0.0,0.0,512.4
781,cutesweater,2026-05-11,489100,5295,445,5710,1,2.34102976685797,62700.0,727.0,0.06805198303476123,32183.6
781,cutesweater,2026-05-12,545700,5959,489,6424,1,2.3588008818015727,56600.0,664.0,0.01777111494360284,29190.500000000004
781,cutesweater,2026-05-13,586900,6464,527,6948,1,2.3750172516318764,41200.0,505.0,0.016216369830303723,21499.0
782,cosplaygirls,2026-05-10,426400,4568,368,4756,1,2.2729777838232086,0.0,0.0,0.0,512.4
782,cosplaygirls,2026-05-11,489100,5295,445,5710,1,2.34102976685797,62700.0,727.0,0.06805198303476123,32183.6
782,cosplaygirls,2026-05-12,545700,5959,489,6424,1,2.3588008818015727,56600.0,664.0,0.01777111494360284,29190.500000000004
782,cosplaygirls,2026-05-13,586900,6464,527,6948,1,2.3750172516318764,41200.0,505.0,0.016216369830303723,21499.0
783,dateoutfit,2026-05-10,426400,4568,368,4756,1,2.2729777838232086,0.0,0.0,0.0,512.4
783,dateoutfit,2026-05-11,489100,5295,445,5710,1,2.34102976685797,62700.0,727.0,0.06805198303476123,32183.6
783,dateoutfit,2026-05-12,545700,5959,489,6424,1,2.3588008818015727,56600.0,664.0,0.01777111494360284,29190.500000000004
783,dateoutfit,2026-05-13,586900,6464,527,6948,1,2.3750172516318764,41200.0,505.0,0.016216369830303723,21499.0
784,egirl,2026-05-10,426400,4568,368,4756,1,2.2729777838232086,0.0,0.0,0.0,512.4
784,egirl,2026-05-11,489100,5295,445,5710,1,2.34102976685797,62700.0,727.0,0.06805198303476123,32183.6
784,egirl,2026-05-12,545700,5959,489,6424,1,2.3588008818015727,56600.0,664.0,0.01777111494360284,29190.500000000004
784,egirl,2026-05-13,586900,6464,527,6948,1,2.3750172516318764,41200.0,505.0,0.016216369830303723,21499.0
785,docongso,2026-05-10,739700,45800,275,2074,1,6.509251711164375,0.0,0.0,0.0,234.9
785,docongso,2026-05-11,740400,45900,275,2076,1,6.516873964243701,700.0,100.0,0.007622253079325958,615.1
785,docongso,2026-05-12,740900,45900,275,2084,1,6.5135557922043565,500.0,0.0,-0.0033181720393447023,485.9
785,docongso,2026-05-13,741300,45900,275,2088,1,6.510580722270711,400.0,0.0,-0.002975069933645713,436.3
786,dilammacgi,2026-05-10,739700,45800,275,2074,1,6.509251711164375,0.0,0.0,0.0,234.9
786,dilammacgi,2026-05-11,740400,45900,275,2076,1,6.516873964243701,700.0,100.0,0.007622253079325958,615.1
786,dilammacgi,2026-05-12,740900,45900,275,2084,1,6.5135557922043565,500.0,0.0,-0.0033181720393447023,485.9
786,dilammacgi,2026-05-13,741300,45900,275,2088,1,6.510580722270711,400.0,0.0,-0.002975069933645713,436.3
787,quantaynu,2026-05-10,739700,45800,275,2074,1,6.509251711164375,0.0,0.0,0.0,234.9
787,quantaynu,2026-05-11,740400,45900,275,2076,1,6.516873964243701,700.0,100.0,0.007622253079325958,615.1
787,quantaynu,2026-05-12,740900,45900,275,2084,1,6.5135557922043565,500.0,0.0,-0.0033181720393447023,485.9
787,quantaynu,2026-05-13,741300,45900,275,2088,1,6.510580722270711,400.0,0.0,-0.002975069933645713,436.3
788,aosominu,2026-05-10,739700,45800,275,2074,1,6.509251711164375,0.0,0.0,0.0,234.9
788,aosominu,2026-05-11,740400,45900,275,2076,1,6.516873964243701,700.0,100.0,0.007622253079325958,615.1
788,aosominu,2026-05-12,740900,45900,275,2084,1,6.5135557922043565,500.0,0.0,-0.0033181720393447023,485.9
788,aosominu,2026-05-13,741300,45900,275,2088,1,6.510580722270711,400.0,0.0,-0.002975069933645713,436.3
789,outfittoday,2026-05-10,739700,45800,275,2074,1,6.509251711164375,0.0,0.0,0.0,234.9
789,outfittoday,2026-05-11,740400,45900,275,2076,1,6.516873964243701,700.0,100.0,0.007622253079325958,615.1
789,outfittoday,2026-05-12,740900,45900,275,2084,1,6.5135557922043565,500.0,0.0,-0.0033181720393447023,485.9
789,outfittoday,2026-05-13,741300,45900,275,2088,1,6.510580722270711,400.0,0.0,-0.002975069933645713,436.3
790,tn97store,2026-05-10,3494500,342400,1417,13517,2,10.22560874928924,0.0,0.0,0.0,1493.4
790,tn97store,2026-05-11,3494500,342600,1418,13517,2,10.23136064347957,0.0,200.0,0.005751894190330731,1553.5
790,tn97store,2026-05-12,3494600,342800,1418,13517,2,10.236790981287992,100.0,200.0,0.005430337808421726,1603.5
790,tn97store,2026-05-13,3494600,342900,1419,13617,2,10.24254271088459,0.0,100.0,0.0057517295965983095,1533.6000000000001
791,darkfeminine,2026-05-10,171200,1774,1,71,1,1.0782647297620926,0.0,0.0,0.0,7.2
791,darkfeminine,2026-05-11,173500,1786,1,72,1,1.0714635650514983,2300.0,12.0,-0.006801164710594332,1160.8999999999999
791,darkfeminine,2026-05-12,175500,1799,1,73,1,1.067230386151646,2000.0,13.0,-0.004233178899852419,1011.3
791,darkfeminine,2026-05-13,176700,1812,1,74,1,1.0679056711620194,1200.0,13.0,0.0006752850103735053,611.4
792,otfitideas,2026-05-10,171200,1774,1,71,1,1.0782647297620926,0.0,0.0,0.0,7.2
792,otfitideas,2026-05-11,173500,1786,1,72,1,1.0714635650514983,2300.0,12.0,-0.006801164710594332,1160.8999999999999
792,otfitideas,2026-05-12,175500,1799,1,73,1,1.067230386151646,2000.0,13.0,-0.004233178899852419,1011.3
792,otfitideas,2026-05-13,176700,1812,1,74,1,1.0679056711620194,1200.0,13.0,0.0006752850103735053,611.4
796,colorcombo,2026-05-10,925500,29900,73,5210,1,3.8015085883213526,0.0,0.0,0.0,528.3
796,colorcombo,2026-05-11,926500,29900,73,5212,1,3.79762137331746,1000.0,0.0,-0.0038872150038926634,1028.5
796,colorcombo,2026-05-12,930100,29900,73,5216,1,3.7833525606358878,3600.0,0.0,-0.014268812681572207,2328.9
796,colorcombo,2026-05-13,931700,29900,73,5217,1,3.7769627809780175,1600.0,0.0,-0.006389779657870243,1329.0
797,outfitideasforgirls,2026-05-10,925500,29900,73,5210,1,3.8015085883213526,0.0,0.0,0.0,528.3
797,outfitideasforgirls,2026-05-11,926500,29900,73,5212,1,3.79762137331746,1000.0,0.0,-0.0038872150038926634,1028.5
797,outfitideasforgirls,2026-05-12,930100,29900,73,5216,1,3.7833525606358878,3600.0,0.0,-0.014268812681572207,2328.9
797,outfitideasforgirls,2026-05-13,931700,29900,73,5217,1,3.7769627809780175,1600.0,0.0,-0.006389779657870243,1329.0
800,glorious,2026-05-10,620700,6117,64,364,1,1.0544529491655403,0.0,0.0,0.0,42.8
800,glorious,2026-05-11,621900,6144,65,365,1,1.0570814325752813,1200.0,27.0,0.002628483409740978,651.1
800,glorious,2026-05-12,622600,6150,65,366,1,1.0570172550317136,700.0,6.0,-6.417754356768945e-05,394.90000000000003
800,glorious,2026-05-13,623200,6162,65,366,1,1.0579251316990825,600.0,12.0,0.000907876667368912,346.70000000000005
801,dibienmacgi,2026-05-10,691200,8479,125,566,2,1.3266763213594888,0.0,0.0,0.0,69.1
801,dibienmacgi,2026-05-11,694100,8530,126,572,2,1.3294895123332195,2900.0,51.0,0.0028131909737307836,1535.1
801,dibienmacgi,2026-05-12,696100,8557,126,577,2,1.3302667285350833,2000.0,27.0,0.0007772162018637729,1078.4
801,dibienmacgi,2026-05-13,697700,8583,127,579,2,1.331372608036967,1600.0,26.0,0.0011058795018836776,878.4
802,xybca,2026-05-10,3021200,291900,120,9726,2,9.987617507077482,0.0,0.0,0.0,984.6
802,xybca,2026-05-11,3021500,292100,120,9741,2,9.993741521184338,300.0,200.0,0.006124014106855924,1196.1
802,xybca,2026-05-12,3021600,292400,120,9755,2,10.0038026198694,100.0,300.0,0.01006109868506222,1127.5
802,xybca,2026-05-13,3021700,292600,120,9763,2,10.010355094696664,100.0,200.0,0.006552474827262955,1098.3000000000002
803,luxurylife,2026-05-10,2800000,275500,0,9005,1,10.160889228253847,0.0,0.0,0.0,900.5
803,luxurylife,2026-05-11,2800000,275700,0,9019,1,10.168532082667113,0.0,200.0,0.007642854413266065,961.9000000000001
803,luxurylife,2026-05-12,2800000,276000,0,9033,1,10.179746364376298,0.0,300.0,0.011214281709184704,993.3000000000001
803,luxurylife,2026-05-13,2800000,276200,0,9040,1,10.187139218878851,0.0,200.0,0.0073928545025534476,964.0
804,icon,2026-05-10,2800000,275500,0,9005,1,10.160889228253847,0.0,0.0,0.0,900.5
804,icon,2026-05-11,2800000,275700,0,9019,1,10.168532082667113,0.0,200.0,0.007642854413266065,961.9000000000001
804,icon,2026-05-12,2800000,276000,0,9033,1,10.179746364376298,0.0,300.0,0.011214281709184704,993.3000000000001
804,icon,2026-05-13,2800000,276200,0,9040,1,10.187139218878851,0.0,200.0,0.0073928545025534476,964.0
805,followmemore,2026-05-10,2800000,275500,0,9005,1,10.160889228253847,0.0,0.0,0.0,900.5
805,followmemore,2026-05-11,2800000,275700,0,9019,1,10.168532082667113,0.0,200.0,0.007642854413266065,961.9000000000001
805,followmemore,2026-05-12,2800000,276000,0,9033,1,10.179746364376298,0.0,300.0,0.011214281709184704,993.3000000000001
805,followmemore,2026-05-13,2800000,276200,0,9040,1,10.187139218878851,0.0,200.0,0.0073928545025534476,964.0
806,fashioninspo,2026-05-10,5660500,478011,764,19816,5,8.808248598489781,0.0,0.0,0.0,2058.0
806,fashioninspo,2026-05-11,5679900,478482,767,19846,5,8.787036957158232,19400.0,471.0,-0.021211641331548847,11902.6
806,fashioninspo,2026-05-12,5685800,479005,767,19886,5,8.787820748562956,5900.0,523.0,0.0007837914047232886,5172.2
806,fashioninspo,2026-05-13,5689700,479429,767,19904,5,8.789565567680974,3900.0,424.0,0.0017448191180182704,4144.299999999999
810,tycသ,2026-05-10,366200,31900,80,4217,1,9.884462358103884,0.0,0.0,0.0,429.70000000000005
810,tycသ,2026-05-11,368200,32000,80,4240,1,9.864177446557724,2000.0,100.0,-0.020284911546159634,1462.0
810,tycသ,2026-05-12,375900,32400,80,4305,1,9.785821266769707,7700.0,400.0,-0.07835617978801679,4408.5
810,tycသ,2026-05-13,378400,32500,80,4330,1,9.754202552318835,2500.0,100.0,-0.03161871445087172,1721.0
811,poloshirtforwomen,2026-05-10,366200,31900,80,4217,1,9.884462358103884,0.0,0.0,0.0,429.70000000000005
811,poloshirtforwomen,2026-05-11,368200,32000,80,4240,1,9.864177446557724,2000.0,100.0,-0.020284911546159634,1462.0
811,poloshirtforwomen,2026-05-12,375900,32400,80,4305,1,9.785821266769707,7700.0,400.0,-0.07835617978801679,4408.5
811,poloshirtforwomen,2026-05-13,378400,32500,80,4330,1,9.754202552318835,2500.0,100.0,-0.03161871445087172,1721.0
812,polooutfit,2026-05-10,366200,31900,80,4217,1,9.884462358103884,0.0,0.0,0.0,429.70000000000005
812,polooutfit,2026-05-11,368200,32000,80,4240,1,9.864177446557724,2000.0,100.0,-0.020284911546159634,1462.0
812,polooutfit,2026-05-12,375900,32400,80,4305,1,9.785821266769707,7700.0,400.0,-0.07835617978801679,4408.5
812,polooutfit,2026-05-13,378400,32500,80,4330,1,9.754202552318835,2500.0,100.0,-0.03161871445087172,1721.0
813,outfitforwomen,2026-05-10,366200,31900,80,4217,1,9.884462358103884,0.0,0.0,0.0,429.70000000000005
813,outfitforwomen,2026-05-11,368200,32000,80,4240,1,9.864177446557724,2000.0,100.0,-0.020284911546159634,1462.0
813,outfitforwomen,2026-05-12,375900,32400,80,4305,1,9.785821266769707,7700.0,400.0,-0.07835617978801679,4408.5
813,outfitforwomen,2026-05-13,378400,32500,80,4330,1,9.754202552318835,2500.0,100.0,-0.03161871445087172,1721.0
814,muse,2026-05-10,79900,3462,31,80,1,4.47178383249271,0.0,0.0,0.0,11.1
814,muse,2026-05-11,80100,3464,30,80,1,4.461866893047527,200.0,2.0,-0.009916939445182571,111.6
814,muse,2026-05-12,80300,3472,30,80,1,4.460716553965704,200.0,8.0,-0.0011503390818230486,113.4
814,muse,2026-05-13,80400,3476,30,80,1,4.460143530553102,100.0,4.0,-0.0005730234126017919,62.2
815,perfectbody,2026-05-10,79900,3462,31,80,1,4.47178383249271,0.0,0.0,0.0,11.1
815,perfectbody,2026-05-11,80100,3464,30,80,1,4.461866893047527,200.0,2.0,-0.009916939445182571,111.6
815,perfectbody,2026-05-12,80300,3472,30,80,1,4.460716553965704,200.0,8.0,-0.0011503390818230486,113.4
815,perfectbody,2026-05-13,80400,3476,30,80,1,4.460143530553102,100.0,4.0,-0.0005730234126017919,62.2
816,glamour,2026-05-10,79900,3462,31,80,1,4.47178383249271,0.0,0.0,0.0,11.1
816,glamour,2026-05-11,80100,3464,30,80,1,4.461866893047527,200.0,2.0,-0.009916939445182571,111.6
816,glamour,2026-05-12,80300,3472,30,80,1,4.460716553965704,200.0,8.0,-0.0011503390818230486,113.4
816,glamour,2026-05-13,80400,3476,30,80,1,4.460143530553102,100.0,4.0,-0.0005730234126017919,62.2
817,graceful,2026-05-10,79900,3462,31,80,1,4.47178383249271,0.0,0.0,0.0,11.1
817,graceful,2026-05-11,80100,3464,30,80,1,4.461866893047527,200.0,2.0,-0.009916939445182571,111.6
817,graceful,2026-05-12,80300,3472,30,80,1,4.460716553965704,200.0,8.0,-0.0011503390818230486,113.4
817,graceful,2026-05-13,80400,3476,30,80,1,4.460143530553102,100.0,4.0,-0.0005730234126017919,62.2
818,asianwomen,2026-05-10,79900,3462,31,80,1,4.47178383249271,0.0,0.0,0.0,11.1
818,asianwomen,2026-05-11,80100,3464,30,80,1,4.461866893047527,200.0,2.0,-0.009916939445182571,111.6
818,asianwomen,2026-05-12,80300,3472,30,80,1,4.460716553965704,200.0,8.0,-0.0011503390818230486,113.4
818,asianwomen,2026-05-13,80400,3476,30,80,1,4.460143530553102,100.0,4.0,-0.0005730234126017919,62.2
819,pretty,2026-05-10,1979900,253562,1028,15580,2,13.645631776538321,0.0,0.0,0.0,1660.8
819,pretty,2026-05-11,1980100,253664,1020,15580,2,13.649000732790903,200.0,102.0,0.0033689562525811567,1790.6
819,pretty,2026-05-12,1980300,253672,1020,15580,2,13.64802623439568,200.0,8.0,-0.0009744983952231223,1762.4
819,pretty,2026-05-13,1980400,253676,1020,15580,2,13.647539059008757,100.0,4.0,-0.0004871753869224449,1711.2
821,spring,2026-05-10,322300,15300,114,1419,1,5.22275760857087,0.0,0.0,0.0,153.3
821,spring,2026-05-11,329800,15400,117,1438,1,5.140978953975276,7500.0,100.0,-0.08177865459559364,3935.5
821,spring,2026-05-12,334700,15500,118,1450,1,5.099476846498815,4900.0,100.0,-0.04150210747646099,2636.8
821,spring,2026-05-13,338300,15600,119,1458,1,5.077431045134363,3600.0,100.0,-0.022045801364452444,1987.7
822,classyoutfit,2026-05-10,38200000,4300000,6642,128700,1,11.610842627988413,0.0,0.0,0.0,13534.2
822,classyoutfit,2026-05-11,38200000,4300000,6640,128700,1,11.610837392386456,0.0,0.0,-5.235601957309655e-06,13534.0
822,classyoutfit,2026-05-12,38200000,4300000,6640,128700,1,11.610837392386456,0.0,0.0,0.0,13534.0
822,classyoutfit,2026-05-13,38200000,4300000,6640,128700,1,11.610837392386456,0.0,0.0,0.0,13534.0
823,ralphlauren,2026-05-10,38200000,4300000,6642,128700,1,11.610842627988413,0.0,0.0,0.0,13534.2
823,ralphlauren,2026-05-11,38200000,4300000,6640,128700,1,11.610837392386456,0.0,0.0,-5.235601957309655e-06,13534.0
823,ralphlauren,2026-05-12,38200000,4300000,6640,128700,1,11.610837392386456,0.0,0.0,0.0,13534.0
823,ralphlauren,2026-05-13,38200000,4300000,6640,128700,1,11.610837392386456,0.0,0.0,0.0,13534.0
824,dqlootd,2026-05-10,4656100,160299,372,5542,6,3.569789401046068,0.0,0.0,0.0,591.4000000000001
824,dqlootd,2026-05-11,4659900,160577,371,5550,6,3.572994361897388,3800.0,278.0,0.003204960851320049,2575.5
824,dqlootd,2026-05-12,4664600,160615,371,5557,6,3.570358965322007,4700.0,38.0,-0.0026353965753811437,2954.2
824,dqlootd,2026-05-13,4667700,160764,371,5563,6,3.5713084449925137,3100.0,149.0,0.0009494796705067365,2188.1
825,dinhquynhlan,2026-05-10,4656100,160299,372,5542,6,3.569789401046068,0.0,0.0,0.0,591.4000000000001
825,dinhquynhlan,2026-05-11,4659900,160577,371,5550,6,3.572994361897388,3800.0,278.0,0.003204960851320049,2575.5
825,dinhquynhlan,2026-05-12,4664600,160615,371,5557,6,3.570358965322007,4700.0,38.0,-0.0026353965753811437,2954.2
825,dinhquynhlan,2026-05-13,4667700,160764,371,5563,6,3.5713084449925137,3100.0,149.0,0.0009494796705067365,2188.1
826,womanpower,2026-05-10,1098500,80500,109,2403,2,7.556843371102985,0.0,0.0,0.0,251.20000000000002
826,womanpower,2026-05-11,1100800,80600,109,2407,2,7.55050186182607,2300.0,100.0,-0.00634150927691568,1431.6000000000001
826,womanpower,2026-05-12,1102800,80800,109,2416,2,7.555760286760712,2000.0,200.0,0.005258424934642569,1312.5
826,womanpower,2026-05-13,1104400,80800,109,2421,2,7.545266619642684,1600.0,0.0,-0.010493667118028682,1053.0
827,fyypp,2026-05-10,624100,44600,46,1860,1,7.451678494346267,0.0,0.0,0.0,190.6
827,fyypp,2026-05-11,625700,44700,46,1864,1,7.4492449268900005,1600.0,100.0,-0.002433567456266772,1021.0
